User,Tweet ID,Time,Text
ahmedjl2x,1.45E+18,2021-10-12 06:35:09+00:00,I think the hardest thing when watching Squid games is not the acting but the shit English dubbing over the top 😩😩… https://t.co/D8xjMe3ZtL
ahmedjl2x,1.45E+18,2021-10-12 06:35:01+00:00,"Which button do you choose?

If you know, you know. (If you don't, you can still play the game)

#Homebargains… https://t.co/hSoqLaLH4y"
ahmedjl2x,1.45E+18,2021-10-12 06:33:45+00:00,"Just finished watching #SquidGames . Good one, Kudos to #HwangDonghyuk #Netflix https://t.co/LNrZn9Fg4j"
ahmedjl2x,1.45E+18,2021-10-12 06:31:10+00:00,"Jeu n°8 : Choisissez un numéro de 1 à 13. Vous avez 10min.
... [10min]
Si votre numéro correspond à une ligne de mé… https://t.co/fWGXdIHPNE"
ahmedjl2x,1.45E+18,2021-10-12 06:30:00+00:00,"Someone made a Toy Story, Squid Game Crossover and it scares the Sid out of us 🦑🎲

#toystory #squidgames… https://t.co/S2yMyyqFYH"
ahmedjl2x,1.45E+18,2021-10-12 06:30:00+00:00,"Someone made a Toy Story, Squid Game Crossover and it scares the Sid out of us 🦑🎲

#toystory #squidgames… https://t.co/igoYKnWMVV"
ahmedjl2x,1.45E+18,2021-10-12 06:30:00+00:00,"Someone made a Toy Story, Squid Game Crossover and it scares the Sid out of us 🦑🎲

#toystory #squidgames… https://t.co/zdCLUspqL9"
ahmedjl2x,1.45E+18,2021-10-12 06:29:39+00:00,i shouldve known it was something up with that old man #squidgames
ahmedjl2x,1.45E+18,2021-10-12 06:28:26+00:00,"#SquidGames bu kadar pr kasıldığına göre, kesin çok kötüdür diye izlemeyi erteliyordum. Dün otelde can sıkıntısında… https://t.co/xMr3lliZ4Z"
ahmedjl2x,1.45E+18,2021-10-12 06:23:30+00:00,I've just watched episode S01  E05 of Squid Game! #squidgames  https://t.co/Ff15wQNy6k #tvtime https://t.co/gVBRoGA1Bz
ahmedjl2x,1.45E+18,2021-10-12 06:23:30+00:00,"Top South Korean star Lee Jung-jae, who is currently enjoying the global success of 'Squid Game', Netflix's surviva… https://t.co/kO7jF9HZSA"
ahmedjl2x,1.45E+18,2021-10-12 06:21:43+00:00,"Jeu n°7 : Vous avez 1m30 pour entrer dans le train. Ceux qui resteront sur le quai, seront éliminés.
#SquidGame… https://t.co/KAR8v1FT8h"
ahmedjl2x,1.45E+18,2021-10-12 06:21:30+00:00,They really sleeping on cedes in this bitch id a kept picking herrr 🥺😭😭😂😂 #SquidGames https://t.co/qcGTv5BUY7
ahmedjl2x,1.45E+18,2021-10-12 06:18:51+00:00,"Посмотрела ""Игра в кальмара"". Чувства смешанные. Концовка неожиданная 😱Но оно того стоило
100/10
Теперь, будем наде… https://t.co/GdG4EPiz4V"
ahmedjl2x,1.45E+18,2021-10-12 06:17:17+00:00,I've just watched episode S01  E09 of Squid Game! #squidgames  https://t.co/GFrVSdCwfe #tvtime https://t.co/UQcU1l1CzL
ahmedjl2x,1.45E+18,2021-10-12 06:10:43+00:00,"Why are you crying they're just scenes.
The scenes - 😥😭😭😭
#SquidGame #SquidGames https://t.co/T9z9teaicq"
ahmedjl2x,1.45E+18,2021-10-12 06:09:16+00:00,"Během sledování #SquidGames jsem viděl na ruce bose tyhle vintage digitálky Casio A168WA-1.

Ten závan retra je nap… https://t.co/lsVTZOauhw"
ahmedjl2x,1.45E+18,2021-10-12 06:06:34+00:00,"Yukkkkkkkk Netflix nyaaa. 

#Netflix #netflixandchill #HometownChaChaChaEp11 #SquidGames #IkatanCintaEp460 https://t.co/yVpuAjGccC"
ahmedjl2x,1.45E+18,2021-10-12 06:03:48+00:00,Bu sabah kapımda bulduğum kart. Kime ulaşacaklarını çok iyi biliyor bunlarr #SquidGames https://t.co/skOAmG0gHt
ahmedjl2x,1.45E+18,2021-10-12 06:02:37+00:00,"Даже на паре у нас игра в кальмара 
#SquidGames https://t.co/rpZ07ps8C5"
ahmedjl2x,1.45E+18,2021-10-12 06:01:49+00:00,"Alternatywna wersja #squidgames, dla mnie bardziej realistyczna. cc: @mati_swiecicki 

https://t.co/US6M6mgHcr"
ahmedjl2x,1.45E+18,2021-10-12 05:59:42+00:00,"Take Charge Tuesday! 🔋

Today:
- #TrackOfTheWeek by @AmaalMallik 
- I wanna know your take on #SquidGames 
- Asian… https://t.co/fqVrxqeRa0"
ahmedjl2x,1.45E+18,2021-10-12 05:56:59+00:00,I've just watched episode S01  E05 of Squid Game! #squidgames  https://t.co/9xB4x9YKRS #tvtime https://t.co/qCWoklWXFj
ahmedjl2x,1.45E+18,2021-10-12 05:56:27+00:00,Who am I kidding.....with my luck I would have sneezed on Red Light. #SquidGames
ahmedjl2x,1.45E+18,2021-10-12 05:56:14+00:00,Lmaooooo yooo they funny asf  #SquidGames https://t.co/4SDscn7Uun
ahmedjl2x,1.45E+18,2021-10-12 05:54:38+00:00,I've just watched S01  E08 of Squid Game! #squidgames  https://t.co/d2P6PveKDJ #tvtime https://t.co/g1DwbtNDCd
ahmedjl2x,1.45E+18,2021-10-12 05:54:17+00:00,001 being gone twice placed with my emotions. 🥺 #SquidGames
ahmedjl2x,1.45E+18,2021-10-12 05:51:31+00:00,Alright I finally started #SquidGames and so far so good! Fingers crossed it holds up to the hype 🤞… https://t.co/lqXiJ73rJU
ahmedjl2x,1.45E+18,2021-10-12 05:48:20+00:00,"5 pelajaran hidup dari film #SquidGames
Hutang membuat hidupmu jadi sengsara
Emosi tidak akan menyelesaikan masalah… https://t.co/zRHOkuFD8H"
ahmedjl2x,1.45E+18,2021-10-12 05:44:48+00:00,"squid game izlemeyi 4 bölümde bıraksam mı devam mı etsem?
#SquidGames #SquidGame"
ahmedjl2x,1.45E+18,2021-10-12 05:43:59+00:00,"Umhm, called it. I knew from when they showed what he was reading in that room #SquidGame #SquidGames"
ahmedjl2x,1.45E+18,2021-10-12 05:41:18+00:00,I’ll be happy to never hear Blue Danube again in life #SquidGame #SquidGames
ahmedjl2x,1.45E+18,2021-10-12 05:37:52+00:00,I've just watched S01  E07 of Squid Game! #squidgames  https://t.co/TAO6G7vIf5 #tvtime https://t.co/GZIOl2J6iD
ahmedjl2x,1.45E+18,2021-10-12 05:37:36+00:00,"Check out our latest creation! 
As part of the @CryptoWhalesART team I am proud to present you  Squid Game Series N… https://t.co/USuu84H5X9"
ahmedjl2x,1.45E+18,2021-10-12 05:36:59+00:00,"Fancy a game of Ddakji? 
Today’s #SquidGames inspiration comes from that infamous scene of Gong You offering a game… https://t.co/RXzW881YI7"
ahmedjl2x,1.45E+18,2021-10-12 05:34:56+00:00,Watched the first episode of #SquidGames last night with my babes @Selflovequeen4 and have to say I thought it was… https://t.co/bBlXQteAUR
ahmedjl2x,1.45E+18,2021-10-12 05:34:45+00:00,"Quick vocabulary lesson. Bemused is what comes after Amused and is followed by Cimoothed then Deemuzed, and so on.… https://t.co/u1s0bqcwht"
ahmedjl2x,1.45E+18,2021-10-12 05:33:57+00:00,"A Naija #SquidGames 😧
Follow @popcornandreels on YouTube and turn on post notifications 
Subscribe to the channel a… https://t.co/PvtaEqYMLd"
ahmedjl2x,1.45E+18,2021-10-12 05:32:18+00:00,Umm None 😭 #SquidGames https://t.co/7xGLdBiSpX
ahmedjl2x,1.45E+18,2021-10-12 05:31:04+00:00,How you talking like this to Gi-Hun like you so much better but you and him are in the SAME place 😐 how that work 🤨 #SquidGame #SquidGames
ahmedjl2x,1.45E+18,2021-10-12 05:29:21+00:00,"I go on social media and all i see is #SquidGames this, and #SquidGames that… so, i try to watch and see what its a… https://t.co/4dTkiQTG6j"
ahmedjl2x,1.45E+18,2021-10-12 05:28:03+00:00,"Which Fictional Character do you think would win the #SquidGames? Also, tell us in the comment section below if you… https://t.co/O9CKqRMUVg"
ahmedjl2x,1.45E+18,2021-10-12 05:27:39+00:00,"Ji-yeong(240) is way better than Sae-byeok (067). Fight me 
#SquidGames #Jiyeong"
ahmedjl2x,1.45E+18,2021-10-12 05:26:00+00:00,Squid game doll https://t.co/nRjEV3bKTR #SquidGame #SquidGames #squidgamenetflix #squidgamenetflix
ahmedjl2x,1.45E+18,2021-10-12 05:23:21+00:00,Acabo de ver el capítulo S01  E06 de El juego del calamar! #squidgames  https://t.co/4UEHkCpis2 #tvtime https://t.co/YPLS3qPizs
ahmedjl2x,1.45E+18,2021-10-12 05:20:37+00:00,"#لعبة_الحبار #squidgames #Netflix 
#squidgamememes #dalgona #dalgonacandy 🍭#internetsensation #craze #smashhit… https://t.co/JXnAF2Xmwv"
ahmedjl2x,1.45E+18,2021-10-12 05:20:32+00:00,"""Join me on ""OK Network"" app. Mine the future with ""OK Network"" and use my Username(""pollancen) as a referral. So,… https://t.co/WN7D5bgHWC"
ahmedjl2x,1.45E+18,2021-10-12 05:20:23+00:00,They cheating cuz why we can’t just type our answer no more why we gotta become speakers just to answer questions 🙄… https://t.co/aHuquWF24h
ahmedjl2x,1.45E+18,2021-10-12 05:17:33+00:00,"Err...no extra shifts, no overtime, I'll dodge the bullets! 😜

#SquidGame #SquidGames #squidgamenetflix… https://t.co/IQyHEVxRfc"
ahmedjl2x,1.45E+18,2021-10-12 05:16:06+00:00,this fucking glass… #SquidGame #SquidGames https://t.co/91kPfjGGhF
ahmedjl2x,1.45E+18,2021-10-12 05:15:44+00:00,"Ебать вы конченые, вместе с випами эти бесчеловечные игры смотреть аж 9 серий до самого трапа, пиздец #squidgames"
ahmedjl2x,1.45E+18,2021-10-12 05:15:32+00:00,Vi episodio S01  E07 of Squid Game! #squidgames  https://t.co/jI74ZkCzRC #tvtime https://t.co/oliLuJrLq1
ahmedjl2x,1.45E+18,2021-10-12 05:15:18+00:00,OK one last one before I hit the rack. It's the Crypto #SquidGames. See that piggy bank full of $TKING - that's wha… https://t.co/kdMO880HV5
ahmedjl2x,1.45E+18,2021-10-12 05:12:42+00:00,I've just watched episode S01  E04 of Squid Game! #squidgames  https://t.co/dAFhPj54Ht #tvtime https://t.co/dxOGSX7EKE
ahmedjl2x,1.45E+18,2021-10-12 05:12:01+00:00,😐😐😐😐😐😐😐😐😐 #SquidGame #SquidGames
ahmedjl2x,1.45E+18,2021-10-12 05:08:32+00:00,"Clip is too big for TW

https://t.co/sqS0FDiXuk

#SquidGame #SquidGames #squidgamefanart #squidgamenetflix… https://t.co/43THJmx56N"
ahmedjl2x,1.45E+18,2021-10-12 05:05:55+00:00,#sad #TRISTE #TwitterDown #SquidGames #frasesmotivadoras
ahmedjl2x,1.45E+18,2021-10-12 05:05:08+00:00,I've just watched episode S01  E05 of Squid Game! #squidgames  https://t.co/RINwjkvTKC #tvtime https://t.co/2waWwBGLmg
ahmedjl2x,1.45E+18,2021-10-12 05:04:14+00:00,I've just watched episode S01  E04 of Squid Game! #squidgames  https://t.co/gtbBqPWeUN #tvtime https://t.co/2Lhx5PzX0I
ahmedjl2x,1.45E+18,2021-10-12 05:04:09+00:00,Ngl the holy roller one is creeping me out so bad #SquidGame #SquidGames
ahmedjl2x,1.45E+18,2021-10-12 05:00:13+00:00,"SQUID GAME VOL III • C4D FAN ART• 👩‍💻https://t.co/0f9mxiBnQO

#squidgame #squidgames #thesquidgame… https://t.co/Z0McPrXCRm"
ahmedjl2x,1.45E+18,2021-10-12 04:57:16+00:00,"#SquidGames 😂😂 
https://t.co/ifadIbEpkK"
ahmedjl2x,1.45E+18,2021-10-12 04:55:46+00:00,I've just watched episode S01  E09 of Squid Game! #squidgames  https://t.co/YLTf8zm2ii #tvtime https://t.co/vD448Limfc
ahmedjl2x,1.45E+18,2021-10-12 04:54:31+00:00,"Просмотр сериала ""Игра в кальмара "" в некоторой степени мотивирует следить за финансами. Не хочется сдохнуть играя… https://t.co/XqYzDn7wwq"
ahmedjl2x,1.45E+18,2021-10-12 04:52:38+00:00,"そろそろメルカリとかゲーセンに出てきそうなやつ
絶対しないけどｗ
#メルカリ #中国せどり #中国輸入 #NETFLIX #イカゲーム #SquidGames https://t.co/LN9O6bSxn8"
ahmedjl2x,1.45E+18,2021-10-12 04:51:07+00:00,Any one have watched #SquidGames ? Ahhhh.
ahmedjl2x,1.45E+18,2021-10-12 04:48:30+00:00,"Red 🔴or green 🟢.... Dime
Is the answer..download the app from https://t.co/5oTOoSdEPc #squidgames #dime #dimeapp… https://t.co/CHC4UTgUt4"
ahmedjl2x,1.45E+18,2021-10-12 04:48:06+00:00,"Red 🔴or green 🟢.... Dime
Is the answer..download the app from https://t.co/sY7ZtQbLVz #squidgames #dime #dimeapp… https://t.co/gjskkrpVwl"
ahmedjl2x,1.45E+18,2021-10-12 04:47:29+00:00,"Red 🔴or green 🟢.... Dime
Is the answer..download the app from https://t.co/gTxQJ3auXD #squidgames #dime #dimeapp… https://t.co/p9TGPiSsro"
ahmedjl2x,1.45E+18,2021-10-12 04:46:29+00:00,"Bon, on vient de terminer #SquidGames..

Je suis un peu perplexe de la fin... je reste un peu sur ma faim. Mais l'i… https://t.co/iwcC7pasvC"
ahmedjl2x,1.45E+18,2021-10-12 04:45:47+00:00,I've just watched episode S01  E08 of Squid Game! #squidgames  https://t.co/gYG7I5AerE #tvtime https://t.co/Bt3lV5F01A
ahmedjl2x,1.45E+18,2021-10-12 04:42:21+00:00,And they sound exactly how you’d expect them to sound 😐 like a bunch of slavers #SquidGame #SquidGames
ahmedjl2x,1.45E+18,2021-10-12 04:40:11+00:00,While you goofy’s taking each other out I’m in motion like (456) Automatic win 🥇 #SquidGames #life #beforemytime… https://t.co/vgcllaUYhl
ahmedjl2x,1.45E+18,2021-10-12 04:38:19+00:00,Of course it’s a bunch of wm #SquidGame #SquidGames
ahmedjl2x,1.45E+18,2021-10-12 04:36:22+00:00,"I've just watched episode S01  E01 of Squid Game! #squidgames Red Light, Green Light  https://t.co/AXb4YjfkmF… https://t.co/PkdbM4605J"
ahmedjl2x,1.45E+18,2021-10-12 04:35:12+00:00,I need a 456 #SquidGame outfit! #SquidGames
ahmedjl2x,1.45E+18,2021-10-12 04:34:48+00:00,Spoiled the ending of #SquidGames for myself to see if  my hunch of who the mastermind is was correct. It was correct.
ahmedjl2x,1.45E+18,2021-10-12 04:33:56+00:00,I've just watched S01  E06 of Squid Game! #squidgames  https://t.co/6EdNYX9hu1 #tvtime https://t.co/On6RCZ1oYa
ahmedjl2x,1.45E+18,2021-10-12 04:32:13+00:00,"The timeline is wild. 
#RedFlags 
#JonGruden
#DaveChappelleTheCloser 
#SquidGames"
ahmedjl2x,1.45E+18,2021-10-12 04:29:29+00:00,"“Kokola kuci kuasumida” 
“Hahh , acapp .. acap bergerak” 😂👍
#SquidGames https://t.co/KTsYbCSkdZ"
ahmedjl2x,1.45E+18,2021-10-12 04:26:52+00:00,I've just watched episode S01  E02 of Squid Game! #squidgames  I rate it 9.62  https://t.co/87bfNdipT3 #tvtime https://t.co/xWFZfpShWw
ahmedjl2x,1.45E+18,2021-10-12 04:26:52+00:00,"60 detik lebih dekat bersama Lapas Teluk Kuantan

@HumasKumhamRiau 
@DITJEN_PAS 
@Kemenkumham_RI 

#SquidGames… https://t.co/Jy0cmvHAi1"
ahmedjl2x,1.45E+18,2021-10-12 04:24:59+00:00,"O67
#SquidGames 
@JuliangInk https://t.co/jYExkV1FwA"
ahmedjl2x,1.45E+18,2021-10-12 04:23:58+00:00,@LAPolicePursuit @FOXLA Saw the beginning of this Pursuit as it drove right in front of my house on Cesar Chavez..… https://t.co/z0W1hrKGGZ
ahmedjl2x,1.45E+18,2021-10-12 04:23:02+00:00,Fuck. I was not properly overdosing on lexapro for the marble episode… #SquidGames #UglyCrying
ahmedjl2x,1.45E+18,2021-10-12 04:21:49+00:00,Gganbu Episode of #SquidGames had me like 😢
ahmedjl2x,1.45E+18,2021-10-12 04:20:54+00:00,Assisti S01  E01 of Squid Game! #squidgames  https://t.co/NbkAX8q0fC #tvtime https://t.co/GHJRxpGXQD
ahmedjl2x,1.45E+18,2021-10-12 04:19:43+00:00,Liked on YouTube: who Wants To See #MRBeast Recreate The #squidgames https://t.co/46HDM7OOo4
ahmedjl2x,1.45E+18,2021-10-12 04:19:42+00:00,S01  E09  Squid Game #squidgames https://t.co/WMUENqnhD9 #tvtime
ahmedjl2x,1.45E+18,2021-10-12 04:18:41+00:00,Nemu ini di Meet &amp; Induknya ternyata dalang dibalik semua ini. Jangan mau kalo kalian ditawarin ya guys.… https://t.co/38Aaf2My8k
ahmedjl2x,1.45E+18,2021-10-12 04:18:32+00:00,Obviously the hottest character on the show is the cop 😒😂 #squidgames
ahmedjl2x,1.45E+18,2021-10-12 04:16:53+00:00,Y’all sooooo messyyy😭😭😭😭😭😭😭😭 #SquidGames https://t.co/b1Epw3CYUH
ahmedjl2x,1.45E+18,2021-10-12 04:16:17+00:00,"cancel me on twitter.
squid game sucks

#SquidGame #SquidGames #SquidGamesNetflix"
ahmedjl2x,1.45E+18,2021-10-12 04:16:15+00:00,Oh wow 🧍🏾‍♀️ “does tricking your friend like that make sense to you?” #SquidGame #SquidGames
ahmedjl2x,1.45E+18,2021-10-12 04:13:57+00:00,Oooohhh Snaaappppp #SquidGames
ahmedjl2x,1.45E+18,2021-10-12 04:13:01+00:00,#SquidGames https://t.co/QFmFh1KT09
ahmedjl2x,1.45E+18,2021-10-12 04:12:08+00:00,Acabei de assistir o episódio: S01 | E07 de Squid Game! #squidgames  https://t.co/Jcmnp7kuaS #tvtime https://t.co/HK8laOMfRh
ahmedjl2x,1.45E+18,2021-10-12 04:11:32+00:00,I haven't been this emotional invested in characters since Hunger Games. #SquidGames #Gganbu #HeReallyDidntGetOnThePlane #CantStopYelling
ahmedjl2x,1.45E+18,2021-10-12 04:10:52+00:00,The VIPs story line in Episode 7 of #squidgames robs it of  its near perfection... smh 🤦🏾‍♂️ still top tier showmaking
ahmedjl2x,1.45E+18,2021-10-12 04:08:23+00:00,Let me retry squid games even though the mouth movements not matching the audio creeps me the hell out #SquidGames #SquidGamesNetflix
ahmedjl2x,1.45E+18,2021-10-12 04:08:04+00:00,Don’t know how I feel about the ending of #SquidGame #SquidGames #SquidGamesNetflix
ahmedjl2x,1.45E+18,2021-10-12 04:07:11+00:00,"Díganme si soy la única que cuando escucha a la muñeca de juego del calamar, siente que escucha la voz que anuncia los tamales 🙈 #SquidGames"
ahmedjl2x,1.45E+18,2021-10-12 04:06:17+00:00,"Between the old man and Ali, I’m losing it 😓 stomach in knots #SquidGame #SquidGames"
ahmedjl2x,1.45E+18,2021-10-12 04:06:08+00:00,I've just watched episode S01  E03 of Squid Game! #squidgames  https://t.co/vY0PB3sSsd #tvtime https://t.co/H87OVy80Qe
ahmedjl2x,1.45E+18,2021-10-12 04:01:16+00:00,I've just watched episode S01  E03 of Squid Game! #squidgames  https://t.co/cIVg5krReY #tvtime https://t.co/UsDCnPCdIG
ahmedjl2x,1.45E+18,2021-10-12 04:00:19+00:00,ball sock spongebob tiktok trend squid game season 2 outer banks #Halloween #31NightsOfHalloween #Titans… https://t.co/ctO2d8Oimb
ahmedjl2x,1.45E+18,2021-10-12 03:58:55+00:00,I've just watched episode S01  E01 of Squid Game! #squidgames  https://t.co/c8yHxSUncU #tvtime https://t.co/GSHlwbKFoO
ahmedjl2x,1.45E+18,2021-10-12 03:58:54+00:00,Acabei de assistir ao episódio S01  E06 de Squid Game! #squidgames  https://t.co/agu2vDL1LU #tvtime https://t.co/DUz4s5aLXu
ahmedjl2x,1.45E+18,2021-10-12 03:58:03+00:00,"@elonmusk I would literally sign up for a stint in #SquidGames to be at a @SpaceX launch, especially if you were th… https://t.co/1ohQieBZlr"
ahmedjl2x,1.45E+18,2021-10-12 03:57:54+00:00,"why the hell wouldn't the ex wife give him $1,700 to help pay his mom's hospital bills....

#SquidGame #squidgamenetflix #SquidGames"
ahmedjl2x,1.45E+18,2021-10-12 03:57:47+00:00,"My palms are sweating, this is ridiculous #SquidGame #SquidGames"
ahmedjl2x,1.45E+18,2021-10-12 03:55:59+00:00,@yoda81026 Hey All. This is our new NFT. I will be glad if you can check it out and help us make our first sale.… https://t.co/fd32sS6RB5
ahmedjl2x,1.45E+18,2021-10-12 03:55:02+00:00,"damn. #SquidGames Ep 6 is hard to watch. 

""You either die a hero, or you live long enough to see yourself become the villain."""
ahmedjl2x,1.45E+18,2021-10-12 03:54:59+00:00,"El Numero chistoso y la pose chistosa😩✨

#SquidGames https://t.co/au10foFL4P"
ahmedjl2x,1.45E+18,2021-10-12 03:54:12+00:00,Interesting take from Super League Gaming CEO Ann Hand on the intersection of #metaverse with the conventional stre… https://t.co/QSz4LR55YX
ahmedjl2x,1.45E+18,2021-10-12 03:51:47+00:00,Acabei de dar aquela espiadinha em: S01  E08 de Squid Game! #squidgames  https://t.co/TItoq4Mxsu #tvtime
ahmedjl2x,1.45E+18,2021-10-12 03:51:33+00:00,My daughter made her own #SquidGames #dalgona cookies. (and a movie about it). She should NOT have chosen Star. She… https://t.co/LinvJJj03J
ahmedjl2x,1.45E+18,2021-10-12 03:50:14+00:00,My daughter made her own #SquidGames #dalgona cookies. She should NOT have chosen star. She didn't make it to the n… https://t.co/VZgSOAYkvA
ahmedjl2x,1.45E+18,2021-10-12 03:49:02+00:00,Eee artık skecem he #SquidGames ‘inizi
ahmedjl2x,1.45E+18,2021-10-12 03:48:51+00:00,Lmaoooooo this so funny  #SquidGames https://t.co/bsrpIEF8Zd
ahmedjl2x,1.45E+18,2021-10-12 03:47:03+00:00,I've just watched episode S01  E01 of Squid Game! #squidgames  https://t.co/FyOdWJRLaT #tvtime https://t.co/IOjO20cH14
ahmedjl2x,1.45E+18,2021-10-12 03:46:52+00:00,Assisti isso aí S01  E04 of Squid Game! #squidgames  https://t.co/jlgQaYhePs #tvtime https://t.co/kmpY80Yalu
ahmedjl2x,1.45E+18,2021-10-12 03:46:47+00:00,#Squidgame #Squidgames #Squidgamenetflix @thenishantrana @EducatedMoron    @meme_union @sushanth_ganiga… https://t.co/V7uXdXJKRF
ahmedjl2x,1.45E+18,2021-10-12 03:45:44+00:00,"♡⃛Netflix UltraHD 4K♡⃛
37วัน = 120 บาท
30วัน = 110 บาท
7วัน = 35 บาท

=͟͟͞♡  ล็อกหน้าจอทุกจอ
=͟͟͞♡  รับประกันการใช้… https://t.co/iGiquig6z7"
ahmedjl2x,1.45E+18,2021-10-12 03:43:39+00:00,"♡⃛Netflix UltraHD 4K♡⃛
37วัน = 120 บาท
30วัน = 110 บาท
7วัน = 35 บาท

=͟͟͞♡  ล็อกหน้าจอทุกจอ
=͟͟͞♡  รับประกันการใช้… https://t.co/Da4QOfwEAB"
ahmedjl2x,1.45E+18,2021-10-12 03:43:37+00:00,surprise! i've watched anOTHER episode of Squid Game! (S01  E09) #squidgames  https://t.co/o93yfsKyPV #tvtime https://t.co/conJUMqmiP
ahmedjl2x,1.45E+18,2021-10-12 03:41:40+00:00,Drop an emoji if you agree that creative marketing skills will help you throughout for your Digital Presence!!😅… https://t.co/M94yvubeox
ahmedjl2x,1.45E+18,2021-10-12 03:40:17+00:00,Lol I need a friend like 199 in my life 😮‍💨 #SquidGames
ahmedjl2x,1.45E+18,2021-10-12 03:39:58+00:00,Acabei de assistir S01  E07 of Squid Game! #squidgames  https://t.co/2LDr2Rc6t7 #tvtime https://t.co/OeqEAlcmos
ahmedjl2x,1.45E+18,2021-10-12 03:38:34+00:00,I've just watched episode S01  E07 of Squid Game! #squidgames https://t.co/hGzJ39u9q6 #tvtime
ahmedjl2x,1.45E+18,2021-10-12 03:37:02+00:00,Wow the way they’re doing Ali on this show is making my chest hurt #SquidGame #SquidGames
ahmedjl2x,1.45E+18,2021-10-12 03:36:06+00:00,Who needs squid game masks for halloween? #squidgame #SquidGames #squidgamenetflix #squidgamememe #SquidGame https://t.co/2oCKbpxX1D
ahmedjl2x,1.45E+18,2021-10-12 03:35:03+00:00,"https://t.co/JVuxnDdKZK

#halloween2021 #Halloween #party #HALLOWEENPARTY #SquidGame #squidgamenetflix 
#SquidGames… https://t.co/Is01YCPp1D"
ahmedjl2x,1.45E+18,2021-10-12 03:34:10+00:00,"Türk                🤝         Güney Kore'li
        AYDEMİR AKBAŞ
#SquidGames https://t.co/IUuIIqttgq"
